AI,explanation,ResponseId,PROLIFIC_PID,test_order,test_index,test_mse,Finished,displayed_reward,human_response,hai_response,Order,Year_Built,Gr_Liv_Area,Garage_Cars,Fireplaces,Year_Remod,Overall_Qual,SalePrice,pred1,pred2
pred1,shap,R_78y9dHQboMmMrQJ,67f00b145cf2440ca37929d4,1585,172,6870.22651125,True,3,340.0,207.0,1585,1999,1675,2.0,0,2000,6,195000,164097.8,188263.61
pred1,shap,R_78y9dHQboMmMrQJ,67f00b145cf2440ca37929d4,856,173,6870.22651125,True,3,310.0,209.0,856,1977,1040,2.0,0,2008,5,150500,153743.94,132708.45
pred1,shap,R_78y9dHQboMmMrQJ,67f00b145cf2440ca37929d4,2229,174,6870.22651125,True,3,297.0,250.0,2229,1971,1696,2.0,2,1971,7,198000,208326.81,202317.05
pred1,shap,R_78y9dHQboMmMrQJ,67f00b145cf2440ca37929d4,2906,175,6870.22651125,True,3,245.0,224.0,2906,1998,1216,2.0,0,1998,6,164000,178828.92,161218.33
pred1,shap,R_78y9dHQboMmMrQJ,67f00b145cf2440ca37929d4,1760,176,6870.22651125,True,3,347.0,271.0,1760,1999,1644,2.0,1,2000,6,185000,187661.84,209095.52
pred1,shap,R_78y9dHQboMmMrQJ,67f00b145cf2440ca37929d4,1150,177,6870.22651125,True,3,221.0,212.0,1150,1963,984,1.0,1,1963,5,128000,144503.73,132633.8
pred1,shap,R_78y9dHQboMmMrQJ,67f00b145cf2440ca37929d4,1142,178,6870.22651125,True,3,290.0,251.0,1142,1994,1679,2.0,1,1998,6,193500,195457.61,215548.05
pred1,shap,R_78y9dHQboMmMrQJ,67f00b145cf2440ca37929d4,108,179,6870.22651125,True,3,272.0,262.0,108,1978,1226,2.0,1,1978,8,206000,223459.64,156509.75
pred1,none,R_7J8Z6trM6zTeBbE,67a507f52decb8dbaacc29e3,217,60,5592.2485,True,3,125.0,110.0,217,1967,1832,0.0,0,1967,4,136000,100059.59,138751.62
pred1,none,R_7J8Z6trM6zTeBbE,67a507f52decb8dbaacc29e3,775,61,5592.2485,True,3,137.0,138.0,775,1982,858,2.0,0,1982,5,134900,138943.23,129732.586
pred1,none,R_7J8Z6trM6zTeBbE,67a507f52decb8dbaacc29e3,974,62,5592.2485,True,3,157.0,100.0,974,1973,988,1.0,0,1973,4,91000,94934.12,113493.8
pred1,none,R_7J8Z6trM6zTeBbE,67a507f52decb8dbaacc29e3,1306,63,5592.2485,True,3,142.0,134.0,1306,1949,1588,0.0,0,1992,3,65000,80343.57,105954.14
pred1,none,R_7J8Z6trM6zTeBbE,67a507f52decb8dbaacc29e3,397,64,5592.2485,True,3,130.0,120.0,397,1971,1050,1.0,0,1971,5,143000,119970.21,124113.94
pred1,none,R_7J8Z6trM6zTeBbE,67a507f52decb8dbaacc29e3,2450,65,5592.2485,True,3,212.0,300.0,2450,1995,2726,3.0,1,1995,8,350000,310669.62,369415.53
pred1,none,R_7J8Z6trM6zTeBbE,67a507f52decb8dbaacc29e3,416,66,5592.2485,True,3,194.0,170.0,416,1978,1441,2.0,1,1978,6,148500,162801.83,168100.95
pred1,none,R_7J8Z6trM6zTeBbE,67a507f52decb8dbaacc29e3,383,67,5592.2485,True,3,215.0,150.0,383,1976,1868,2.0,1,1976,5,197500,144279.0,180959.16
pred1,none,R_7J8Z6trM6zTeBbE,67a507f52decb8dbaacc29e3,1444,68,5592.2485,True,3,214.0,214.0,1444,2001,1786,2.0,1,2002,7,223500,214452.72,230465.95
pred1,none,R_7J8Z6trM6zTeBbE,67a507f52decb8dbaacc29e3,655,69,5592.2485,True,3,139.0,99.0,655,1958,792,1.0,0,1958,3,99900,85528.96,107112.555
pred1,none,R_7J8Z6trM6zTeBbE,67a507f52decb8dbaacc29e3,1074,70,5592.2485,True,3,215.0,304.0,1074,2005,1684,2.0,1,2005,9,266000,318478.88,230966.95
pred1,none,R_7J8Z6trM6zTeBbE,67a507f52decb8dbaacc29e3,1767,71,5592.2485,True,3,527.0,260.0,1767,1998,2385,3.0,1,1998,7,252000,260784.3,318550.84
pred1,both,R_3i92ZZ1CFLXYdSp,6817d4859a9918d9b58057f2,217,60,1066.4285000000002,True,5.19,190.0,130.0,217,1967,1832,0.0,0,1967,4,136000,100059.59,138751.62
pred1,both,R_3i92ZZ1CFLXYdSp,6817d4859a9918d9b58057f2,775,61,1066.4285000000002,True,5.19,140.0,136.0,775,1982,858,2.0,0,1982,5,134900,138943.23,129732.586
pred1,both,R_3i92ZZ1CFLXYdSp,6817d4859a9918d9b58057f2,974,62,1066.4285000000002,True,5.19,145.0,110.0,974,1973,988,1.0,0,1973,4,91000,94934.12,113493.8
pred1,both,R_3i92ZZ1CFLXYdSp,6817d4859a9918d9b58057f2,1306,63,1066.4285000000002,True,5.19,110.0,90.0,1306,1949,1588,0.0,0,1992,3,65000,80343.57,105954.14
pred1,both,R_3i92ZZ1CFLXYdSp,6817d4859a9918d9b58057f2,397,64,1066.4285000000002,True,5.19,135.0,120.0,397,1971,1050,1.0,0,1971,5,143000,119970.21,124113.94
pred1,both,R_3i92ZZ1CFLXYdSp,6817d4859a9918d9b58057f2,2450,65,1066.4285000000002,True,5.19,250.0,300.0,2450,1995,2726,3.0,1,1995,8,350000,310669.62,369415.53
pred1,both,R_3i92ZZ1CFLXYdSp,6817d4859a9918d9b58057f2,416,66,1066.4285000000002,True,5.19,175.0,169.0,416,1978,1441,2.0,1,1978,6,148500,162801.83,168100.95
pred1,both,R_3i92ZZ1CFLXYdSp,6817d4859a9918d9b58057f2,383,67,1066.4285000000002,True,5.19,210.0,155.0,383,1976,1868,2.0,1,1976,5,197500,144279.0,180959.16
pred1,both,R_3i92ZZ1CFLXYdSp,6817d4859a9918d9b58057f2,1444,68,1066.4285000000002,True,5.19,224.0,220.0,1444,2001,1786,2.0,1,2002,7,223500,214452.72,230465.95
pred1,both,R_3i92ZZ1CFLXYdSp,6817d4859a9918d9b58057f2,655,69,1066.4285000000002,True,5.19,109.0,95.0,655,1958,792,1.0,0,1958,3,99900,85528.96,107112.555
pred1,both,R_3i92ZZ1CFLXYdSp,6817d4859a9918d9b58057f2,1074,70,1066.4285000000002,True,5.19,220.0,305.0,1074,2005,1684,2.0,1,2005,9,266000,318478.88,230966.95
pred1,both,R_3i92ZZ1CFLXYdSp,6817d4859a9918d9b58057f2,1767,71,1066.4285000000002,True,5.19,270.0,265.0,1767,1998,2385,3.0,1,1998,7,252000,260784.3,318550.84
pred2,shap,R_3OxyPGGV5vGPEBN,6572144253ae69f2c700c9a9,2426,96,7285.63088,True,3,145.0,160.0,2426,2005,1248,2.0,0,2006,7,167240,195242.44,177709.9
pred2,shap,R_3OxyPGGV5vGPEBN,6572144253ae69f2c700c9a9,234,97,7285.63088,True,3,145.0,145.0,234,1978,1981,2.0,1,1992,6,230000,167476.89,194335.72
pred2,shap,R_3OxyPGGV5vGPEBN,6572144253ae69f2c700c9a9,2054,98,7285.63088,True,3,316.0,150.0,2054,1966,1040,1.0,0,1966,5,123000,131439.7,131264.2
pred2,shap,R_3OxyPGGV5vGPEBN,6572144253ae69f2c700c9a9,1679,99,7285.63088,True,3,360.0,150.0,1679,1970,1302,2.0,0,1970,5,106000,126507.32,133611.1
pred2,shap,R_3OxyPGGV5vGPEBN,6572144253ae69f2c700c9a9,2400,100,7285.63088,True,3,205.0,250.0,2400,2003,1792,3.0,1,2004,9,374000,362047.94,265556.78
pred2,shap,R_3OxyPGGV5vGPEBN,6572144253ae69f2c700c9a9,1179,101,7285.63088,True,3,185.0,215.0,1179,1996,1288,2.0,2,1996,8,245500,291732.47,216275.11
pred2,shap,R_3OxyPGGV5vGPEBN,6572144253ae69f2c700c9a9,228,102,7285.63088,True,3,175.0,165.0,228,1978,1386,2.0,1,1978,6,158900,166387.98,163711.7
pred2,shap,R_3OxyPGGV5vGPEBN,6572144253ae69f2c700c9a9,2120,103,7285.63088,True,3,135.0,158.0,2120,1994,1022,2.0,0,1994,5,139500,165578.78,158452.98
pred2,shap,R_3OxyPGGV5vGPEBN,6572144253ae69f2c700c9a9,2697,104,7285.63088,True,3,115.0,65.0,2697,1935,754,0.0,0,1982,6,84500,128579.695,64872.2
pred2,shap,R_3OxyPGGV5vGPEBN,6572144253ae69f2c700c9a9,1514,105,7285.63088,True,3,145.0,90.0,1514,1925,864,0.0,0,1950,5,98000,91686.92,86353.055
pred2,shap,R_3OxyPGGV5vGPEBN,6572144253ae69f2c700c9a9,2596,106,7285.63088,True,3,110.0,78.0,2596,1930,713,1.0,0,2001,3,99800,80254.13,75172.516
pred2,shap,R_3OxyPGGV5vGPEBN,6572144253ae69f2c700c9a9,1037,107,7285.63088,True,3,145.0,120.0,1037,1971,864,2.0,0,1971,5,123000,127237.04,119688.86
pred1,both,R_1rfdSLl9SLFbQ2I,67c9aee3e124597db0168dde,926,168,216.59601125,True,5.7,240.0,195.0,926,1940,2480,2.0,2,1950,7,205000,185171.53,238751.55
pred1,both,R_1rfdSLl9SLFbQ2I,67c9aee3e124597db0168dde,621,169,216.59601125,True,5.7,140.0,151.0,621,1950,1668,1.0,0,2005,6,140000,151882.06,134995.9
pred1,both,R_1rfdSLl9SLFbQ2I,67c9aee3e124597db0168dde,2413,170,216.59601125,True,5.7,177.0,185.0,2413,2006,1492,2.0,0,2006,7,169985,185181.06,198678.23
pred1,both,R_1rfdSLl9SLFbQ2I,67c9aee3e124597db0168dde,5,171,216.59601125,True,5.7,181.0,183.0,5,1997,1629,2.0,1,1998,5,189900,183076.89,206473.31
pred1,both,R_1rfdSLl9SLFbQ2I,67c9aee3e124597db0168dde,1585,172,216.59601125,True,5.7,188.0,169.0,1585,1999,1675,2.0,0,2000,6,195000,164097.8,188263.61
pred1,both,R_1rfdSLl9SLFbQ2I,67c9aee3e124597db0168dde,856,173,216.59601125,True,5.7,135.0,164.0,856,1977,1040,2.0,0,2008,5,150500,153743.94,132708.45
pred1,both,R_1rfdSLl9SLFbQ2I,67c9aee3e124597db0168dde,2229,174,216.59601125,True,5.7,220.0,201.0,2229,1971,1696,2.0,2,1971,7,198000,208326.81,202317.05
pred1,both,R_1rfdSLl9SLFbQ2I,67c9aee3e124597db0168dde,2906,175,216.59601125,True,5.7,180.0,180.0,2906,1998,1216,2.0,0,1998,6,164000,178828.92,161218.33
pred1,both,R_1rfdSLl9SLFbQ2I,67c9aee3e124597db0168dde,1760,176,216.59601125,True,5.7,178.0,194.0,1760,1999,1644,2.0,1,2000,6,185000,187661.84,209095.52
pred1,both,R_1rfdSLl9SLFbQ2I,67c9aee3e124597db0168dde,1150,177,216.59601125,True,5.7,165.0,185.0,1150,1963,984,1.0,1,1963,5,128000,144503.73,132633.8
pred1,both,R_1rfdSLl9SLFbQ2I,67c9aee3e124597db0168dde,1142,178,216.59601125,True,5.7,184.0,203.0,1142,1994,1679,2.0,1,1998,6,193500,195457.61,215548.05
pred1,both,R_1rfdSLl9SLFbQ2I,67c9aee3e124597db0168dde,108,179,216.59601125,True,5.7,185.0,167.0,108,1978,1226,2.0,1,1978,8,206000,223459.64,156509.75
pred1,both,R_6OT5xPS59ON9BCb,67ed8e7a8a601fc20f85f35e,1909,132,1043.0005,True,4.94,190.0,130.0,1909,1941,1376,1.0,1,1950,5,105000,119038.3,135386.56
pred1,both,R_6OT5xPS59ON9BCb,67ed8e7a8a601fc20f85f35e,1565,133,1043.0005,True,4.94,241.0,330.0,1565,2002,1689,3.0,2,2002,8,271000,345922.88,306124.8
pred1,both,R_6OT5xPS59ON9BCb,67ed8e7a8a601fc20f85f35e,1536,134,1043.0005,True,4.94,135.0,145.0,1536,1951,1091,1.0,1,1951,6,104000,147338.08,118003.29
pred1,both,R_6OT5xPS59ON9BCb,67ed8e7a8a601fc20f85f35e,1180,135,1043.0005,True,4.94,190.0,260.0,1180,1995,1239,2.0,1,1995,8,217500,262825.16,184843.89
pred1,both,R_6OT5xPS59ON9BCb,67ed8e7a8a601fc20f85f35e,2543,136,1043.0005,True,4.94,145.0,135.0,2543,1958,864,2.0,0,1958,5,129900,134858.73,120334.02
pred1,both,R_6OT5xPS59ON9BCb,67ed8e7a8a601fc20f85f35e,1564,137,1043.0005,True,4.94,235.0,225.0,1564,1996,2032,3.0,0,1997,7,300000,226204.14,250079.22
pred1,both,R_6OT5xPS59ON9BCb,67ed8e7a8a601fc20f85f35e,2316,138,1043.0005,True,4.94,209.0,200.0,2316,1997,1511,2.0,1,1997,6,185000,199144.52,204155.03
pred1,both,R_6OT5xPS59ON9BCb,67ed8e7a8a601fc20f85f35e,319,139,1043.0005,True,4.94,230.0,290.0,319,2009,1968,3.0,1,2010,8,269500,293430.9,321751.2
pred1,both,R_6OT5xPS59ON9BCb,67ed8e7a8a601fc20f85f35e,2780,140,1043.0005,True,4.94,210.0,215.0,2780,2002,1776,2.0,1,2002,7,192500,214096.95,220744.66
pred1,both,R_6OT5xPS59ON9BCb,67ed8e7a8a601fc20f85f35e,2565,141,1043.0005,True,4.94,130.0,120.0,2565,1954,936,1.0,0,1975,5,121000,116551.9,108456.43
pred1,both,R_6OT5xPS59ON9BCb,67ed8e7a8a601fc20f85f35e,73,142,1043.0005,True,4.94,230.0,180.0,73,2004,2084,2.0,0,2004,7,233000,175202.89,218599.44
pred1,both,R_6OT5xPS59ON9BCb,67ed8e7a8a601fc20f85f35e,1967,143,1043.0005,True,4.94,220.0,170.0,1967,1960,1377,1.0,2,1960,5,156500,165909.92,177875.23
pred1,none,R_7MlmRedUHbMLTzm,677f2450439ced98417d88db,2799,12,4898.20522845,True,3,225.0,235.0,2799,1998,1939,3.0,1,1998,7,227000,243179.72,266527.75
pred1,none,R_7MlmRedUHbMLTzm,677f2450439ced98417d88db,2197,13,4898.20522845,True,3,140.0,155.0,2197,1923,1502,1.0,2,1996,6,165000,179060.67,160086.56
pred1,none,R_7MlmRedUHbMLTzm,677f2450439ced98417d88db,1903,14,4898.20522845,True,3,86.0,78.0,1903,1946,666,0.0,0,1950,3,64500,67649.875,63213.95
pred1,none,R_7MlmRedUHbMLTzm,677f2450439ced98417d88db,935,15,4898.20522845,True,3,186.0,173.0,935,1980,1229,2.0,1,1980,6,121000,166734.58,160001.86
pred1,none,R_7MlmRedUHbMLTzm,677f2450439ced98417d88db,367,16,4898.20522845,True,3,230.0,325.0,367,2008,2234,3.0,1,2009,9,501837,355361.7,342558.22
pred1,none,R_7MlmRedUHbMLTzm,677f2450439ced98417d88db,1830,17,4898.20522845,True,3,168.0,148.0,1830,1974,1037,2.0,0,1974,5,129000,134735.58,131025.7
pred1,none,R_7MlmRedUHbMLTzm,677f2450439ced98417d88db,1218,18,4898.20522845,True,3,138.0,130.0,1218,1960,1100,1.0,1,1960,4,141000,121067.49,134810.52
pred1,none,R_7MlmRedUHbMLTzm,677f2450439ced98417d88db,1996,19,4898.20522845,True,3,78.0,95.0,1996,1880,2210,1.0,0,1950,6,117500,114556.65,152945.17
pred1,none,R_7MlmRedUHbMLTzm,677f2450439ced98417d88db,1857,20,4898.20522845,True,3,170.0,167.0,1857,1976,1437,2.0,1,2004,5,218000,165038.52,163023.06
pred1,none,R_7MlmRedUHbMLTzm,677f2450439ced98417d88db,1420,21,4898.20522845,True,3,230.0,213.0,1420,1995,2814,2.0,1,2002,6,260000,193797.33,312245.38
pred1,none,R_7MlmRedUHbMLTzm,677f2450439ced98417d88db,1178,22,4898.20522845,True,3,261.0,310.0,1178,1998,2393,2.0,1,1999,10,345000,353188.56,277747.75
pred1,none,R_7MlmRedUHbMLTzm,677f2450439ced98417d88db,111,23,4898.20522845,True,3,145.0,148.0,111,1967,1829,2.0,0,1967,6,218500,154764.56,169597.05
pred1,shap,R_68SA6MxQeCRTSAP,66632c96e56c2cc87923bf78,1491,108,4531.21234665,True,3,240.0,220.0,1491,1976,1127,2.0,1,1976,6,135000,161555.23,143532.69
pred1,shap,R_68SA6MxQeCRTSAP,66632c96e56c2cc87923bf78,535,109,4531.21234665,True,3,220.0,200.0,535,2006,1141,2.0,0,2006,7,152000,191760.12,170611.92
pred1,shap,R_68SA6MxQeCRTSAP,66632c96e56c2cc87923bf78,307,110,4531.21234665,True,3,200.0,180.0,307,1952,1044,2.0,0,1952,5,55993,123056.15,112965.0
pred1,shap,R_68SA6MxQeCRTSAP,66632c96e56c2cc87923bf78,1353,111,4531.21234665,True,3,279.0,150.0,1353,1925,1820,1.0,0,1950,7,184000,124454.82,139117.98
pred1,shap,R_68SA6MxQeCRTSAP,66632c96e56c2cc87923bf78,2140,112,4531.21234665,True,3,179.0,165.0,2140,1975,879,2.0,0,1975,5,120000,129453.27,120682.82
pred1,shap,R_68SA6MxQeCRTSAP,66632c96e56c2cc87923bf78,2199,113,4531.21234665,True,3,190.0,130.0,2199,1926,1422,1.0,0,1950,5,136500,99693.26,127209.62
pred1,shap,R_68SA6MxQeCRTSAP,66632c96e56c2cc87923bf78,881,114,4531.21234665,True,3,186.0,184.0,881,2004,1728,2.0,0,2004,7,190000,180754.95,191380.48
pred1,shap,R_68SA6MxQeCRTSAP,66632c96e56c2cc87923bf78,1942,115,4531.21234665,True,3,190.0,146.0,1942,1952,924,1.0,0,1952,5,112500,106546.71,99973.94
pred1,shap,R_68SA6MxQeCRTSAP,66632c96e56c2cc87923bf78,522,116,4531.21234665,True,3,210.0,351.0,522,2009,1766,3.0,1,2009,9,370878,383379.28,308487.84
pred1,shap,R_68SA6MxQeCRTSAP,66632c96e56c2cc87923bf78,583,117,4531.21234665,True,3,232.0,212.0,583,1973,2090,2.0,2,1973,7,200000,188788.6,214079.6
pred1,shap,R_68SA6MxQeCRTSAP,66632c96e56c2cc87923bf78,778,118,4531.21234665,True,3,236.0,194.0,778,1961,1774,1.0,1,1961,5,165000,140410.34,167300.5
pred1,shap,R_68SA6MxQeCRTSAP,66632c96e56c2cc87923bf78,1160,119,4531.21234665,True,3,226.0,206.0,1160,2004,1391,2.0,0,2004,7,196000,182335.48,171535.83
pred1,both,R_1Pkgh9uNIm4Am2k,67ece9196415f83b88c87e3d,830,156,3006.1082791999997,True,4.16,250.0,201.0,830,2007,1232,2.0,0,2007,7,194500,193952.27,184118.5
pred1,both,R_1Pkgh9uNIm4Am2k,67ece9196415f83b88c87e3d,2623,157,3006.1082791999997,True,4.16,210.0,152.0,2623,1950,1040,2.0,0,1950,4,109900,110877.516,115872.3
pred1,both,R_1Pkgh9uNIm4Am2k,67ece9196415f83b88c87e3d,1959,158,3006.1082791999997,True,4.16,291.0,143.0,1959,1949,1846,1.0,1,1950,6,143000,137651.11,152319.69
pred1,both,R_1Pkgh9uNIm4Am2k,67ece9196415f83b88c87e3d,2069,159,3006.1082791999997,True,4.16,202.0,194.0,2069,1954,1299,2.0,1,1995,6,150000,180960.38,145640.42
pred1,both,R_1Pkgh9uNIm4Am2k,67ece9196415f83b88c87e3d,121,160,3006.1082791999997,True,4.16,205.0,180.0,121,1966,1209,2.0,0,1966,5,159000,147847.47,139981.97
pred1,both,R_1Pkgh9uNIm4Am2k,67ece9196415f83b88c87e3d,682,161,3006.1082791999997,True,4.16,186.0,160.0,682,1958,1339,1.0,0,1965,5,139000,121326.86,133898.61
pred1,both,R_1Pkgh9uNIm4Am2k,67ece9196415f83b88c87e3d,2018,162,3006.1082791999997,True,4.16,225.0,151.0,2018,1920,1513,1.0,0,2004,5,137500,116277.56,117358.87
pred1,both,R_1Pkgh9uNIm4Am2k,67ece9196415f83b88c87e3d,1786,163,3006.1082791999997,True,4.16,250.0,220.0,1786,2007,1689,3.0,0,2007,7,248328,218659.06,254704.38
pred1,both,R_1Pkgh9uNIm4Am2k,67ece9196415f83b88c87e3d,2136,164,3006.1082791999997,True,4.16,175.0,160.0,2136,1976,1025,2.0,1,1976,5,153500,149472.73,146452.98
pred1,both,R_1Pkgh9uNIm4Am2k,67ece9196415f83b88c87e3d,1027,165,3006.1082791999997,True,4.16,210.0,148.0,1027,1969,1308,2.0,0,1969,5,146900,140892.17,139363.52
pred1,both,R_1Pkgh9uNIm4Am2k,67ece9196415f83b88c87e3d,303,166,3006.1082791999997,True,4.16,151.0,61.0,303,1941,540,1.0,0,1950,2,82000,49125.734,68339.56
pred1,both,R_1Pkgh9uNIm4Am2k,67ece9196415f83b88c87e3d,564,167,3006.1082791999997,True,4.16,310.0,280.0,564,1980,2014,3.0,2,1980,8,275000,280547.8,278653.28
pred1,shap,R_5QxPMi2HUQ2z9tq,681ad36cc1be8123b80a1bdf,2799,12,6997.70312845,True,3,36.0,236.0,2799,1998,1939,3.0,1,1998,7,227000,243179.72,266527.75
pred1,shap,R_5QxPMi2HUQ2z9tq,681ad36cc1be8123b80a1bdf,2197,13,6997.70312845,True,3,155.0,166.0,2197,1923,1502,1.0,2,1996,6,165000,179060.67,160086.56
pred1,shap,R_5QxPMi2HUQ2z9tq,681ad36cc1be8123b80a1bdf,1903,14,6997.70312845,True,3,127.0,58.0,1903,1946,666,0.0,0,1950,3,64500,67649.875,63213.95
pred1,shap,R_5QxPMi2HUQ2z9tq,681ad36cc1be8123b80a1bdf,935,15,6997.70312845,True,3,187.0,154.0,935,1980,1229,2.0,1,1980,6,121000,166734.58,160001.86
pred1,shap,R_5QxPMi2HUQ2z9tq,681ad36cc1be8123b80a1bdf,367,16,6997.70312845,True,3,463.0,349.0,367,2008,2234,3.0,1,2009,9,501837,355361.7,342558.22
pred1,shap,R_5QxPMi2HUQ2z9tq,681ad36cc1be8123b80a1bdf,1830,17,6997.70312845,True,3,199.0,126.0,1830,1974,1037,2.0,0,1974,5,129000,134735.58,131025.7
pred1,shap,R_5QxPMi2HUQ2z9tq,681ad36cc1be8123b80a1bdf,1218,18,6997.70312845,True,3,203.0,110.0,1218,1960,1100,1.0,1,1960,4,141000,121067.49,134810.52
pred1,shap,R_5QxPMi2HUQ2z9tq,681ad36cc1be8123b80a1bdf,1996,19,6997.70312845,True,3,152.0,107.0,1996,1880,2210,1.0,0,1950,6,117500,114556.65,152945.17
pred1,shap,R_5QxPMi2HUQ2z9tq,681ad36cc1be8123b80a1bdf,1857,20,6997.70312845,True,3,184.0,157.0,1857,1976,1437,2.0,1,2004,5,218000,165038.52,163023.06
pred1,shap,R_5QxPMi2HUQ2z9tq,681ad36cc1be8123b80a1bdf,1420,21,6997.70312845,True,3,197.0,189.0,1420,1995,2814,2.0,1,2002,6,260000,193797.33,312245.38
pred1,shap,R_5QxPMi2HUQ2z9tq,681ad36cc1be8123b80a1bdf,1178,22,6997.70312845,True,3,624.0,326.0,1178,1998,2393,2.0,1,1999,10,345000,353188.56,277747.75
pred1,shap,R_5QxPMi2HUQ2z9tq,681ad36cc1be8123b80a1bdf,111,23,6997.70312845,True,3,192.0,141.0,111,1967,1829,2.0,0,1967,6,218500,154764.56,169597.05
pred2,shap,R_137v0S4RThQV4dj,6643be675817fd2a43298a04,926,168,15521.12001125,True,3,17.0,253.0,926,1940,2480,2.0,2,1950,7,205000,185171.53,238751.55
pred2,shap,R_137v0S4RThQV4dj,6643be675817fd2a43298a04,621,169,15521.12001125,True,3,16.0,182.0,621,1950,1668,1.0,0,2005,6,140000,151882.06,134995.9
pred2,shap,R_137v0S4RThQV4dj,6643be675817fd2a43298a04,2413,170,15521.12001125,True,3,13.0,203.0,2413,2006,1492,2.0,0,2006,7,169985,185181.06,198678.23
pred2,shap,R_137v0S4RThQV4dj,6643be675817fd2a43298a04,5,171,15521.12001125,True,3,13.0,232.0,5,1997,1629,2.0,1,1998,5,189900,183076.89,206473.31
pred2,shap,R_137v0S4RThQV4dj,6643be675817fd2a43298a04,1585,172,15521.12001125,True,3,13.0,200.0,1585,1999,1675,2.0,0,2000,6,195000,164097.8,188263.61
pred2,shap,R_137v0S4RThQV4dj,6643be675817fd2a43298a04,856,173,15521.12001125,True,3,18.0,205.0,856,1977,1040,2.0,0,2008,5,150500,153743.94,132708.45
pred2,shap,R_137v0S4RThQV4dj,6643be675817fd2a43298a04,2229,174,15521.12001125,True,3,32.0,223.0,2229,1971,1696,2.0,2,1971,7,198000,208326.81,202317.05
pred2,shap,R_137v0S4RThQV4dj,6643be675817fd2a43298a04,2906,175,15521.12001125,True,3,13.0,223.0,2906,1998,1216,2.0,0,1998,6,164000,178828.92,161218.33
pred2,shap,R_137v0S4RThQV4dj,6643be675817fd2a43298a04,1760,176,15521.12001125,True,3,16.0,254.0,1760,1999,1644,2.0,1,2000,6,185000,187661.84,209095.52
pred2,shap,R_137v0S4RThQV4dj,6643be675817fd2a43298a04,1150,177,15521.12001125,True,3,20.0,197.0,1150,1963,984,1.0,1,1963,5,128000,144503.73,132633.8
pred2,shap,R_137v0S4RThQV4dj,6643be675817fd2a43298a04,1142,178,15521.12001125,True,3,20.0,259.0,1142,1994,1679,2.0,1,1998,6,193500,195457.61,215548.05
pred2,shap,R_137v0S4RThQV4dj,6643be675817fd2a43298a04,108,179,15521.12001125,True,3,26.0,177.0,108,1978,1226,2.0,1,1978,8,206000,223459.64,156509.75
pred2,none,R_3QSKrtgztumTos9,67d9d158b3db2c7d641840b0,502,48,5146.37887845,True,3,355.0,340.0,502,1993,2646,3.0,1,1993,7,260000,266193.72,333926.94
pred2,none,R_3QSKrtgztumTos9,67d9d158b3db2c7d641840b0,1090,49,5146.37887845,True,3,282.0,250.0,1090,2002,1720,2.0,1,2003,7,188000,215664.02,224057.78
pred2,none,R_3QSKrtgztumTos9,67d9d158b3db2c7d641840b0,809,50,5146.37887845,True,3,192.0,186.0,809,1979,1224,2.0,2,1979,5,153337,186321.34,174157.89
pred2,none,R_3QSKrtgztumTos9,67d9d158b3db2c7d641840b0,2396,51,5146.37887845,True,3,375.0,338.0,2396,2003,1944,3.0,3,2004,9,360000,400831.6,316650.84
pred2,none,R_3QSKrtgztumTos9,67d9d158b3db2c7d641840b0,2554,52,5146.37887845,True,3,185.0,142.0,2554,1947,1043,1.0,1,1950,5,137000,125343.76,123776.82
pred2,none,R_3QSKrtgztumTos9,67d9d158b3db2c7d641840b0,1748,53,5146.37887845,True,3,270.0,228.0,1748,2004,1374,2.0,1,2004,7,175000,204946.06,198364.16
pred2,none,R_3QSKrtgztumTos9,67d9d158b3db2c7d641840b0,2717,54,5146.37887845,True,3,225.0,170.0,2717,1978,1040,2.0,1,1978,6,160500,167977.23,150191.34
pred2,none,R_3QSKrtgztumTos9,67d9d158b3db2c7d641840b0,1489,55,5146.37887845,True,3,208.0,164.0,1489,1965,1256,1.0,0,1965,5,147500,132770.34,136099.33
pred2,none,R_3QSKrtgztumTos9,67d9d158b3db2c7d641840b0,2513,56,5146.37887845,True,3,270.0,205.0,2513,2000,1382,2.0,0,2000,7,165000,187437.73,175263.39
pred2,none,R_3QSKrtgztumTos9,67d9d158b3db2c7d641840b0,2035,57,5146.37887845,True,3,240.0,176.0,2035,1937,1375,1.0,1,1950,6,141000,135419.48,138702.81
pred2,none,R_3QSKrtgztumTos9,67d9d158b3db2c7d641840b0,1518,58,5146.37887845,True,3,325.0,203.0,1518,1939,2192,1.0,1,1997,5,179500,149078.69,177828.25
pred2,none,R_3QSKrtgztumTos9,67d9d158b3db2c7d641840b0,2653,59,5146.37887845,True,3,288.0,172.0,2653,1924,1566,2.0,0,1950,5,139000,116356.1,134239.61
pred2,shap,R_5CpVFhEyN8RbAFq,675218192512cf36966b9068,2426,96,23573.99688,True,3,201.0,189.0,2426,2005,1248,2.0,0,2006,7,167240,195242.44,177709.9
pred2,shap,R_5CpVFhEyN8RbAFq,675218192512cf36966b9068,234,97,23573.99688,True,3,211.0,205.0,234,1978,1981,2.0,1,1992,6,230000,167476.89,194335.72
pred2,shap,R_5CpVFhEyN8RbAFq,675218192512cf36966b9068,2054,98,23573.99688,True,3,171.0,171.0,2054,1966,1040,1.0,0,1966,5,123000,131439.7,131264.2
